Account_Number,Balance
7387324750,68368
7387324751,20953
7387324752,62101
7387324753,46063
7387324754,56199
7387324755,57089
7387324756,97114
7387324757,49343
7387324758,10963
7387324759,28687
7387324760,90497
7387324761,56920
7387324762,26331
7387324763,72831
7387324764,44364
7387324765,66383
7387324766,4093
7387324767,22663
7387324768,57578
7387324769,16676
7387324770,36552
7387324771,13738
7387324772,14545
7387324773,34438
7387324774,65857
7387324775,9911
7387324776,9797
7387324777,91534
7387324778,23664
7387324779,72507
7387324780,43890
7387324781,71591
7387324782,10421
7387324783,36370
7387324784,48857
7387324785,58243
7387324786,39149
7387324787,59332
7387324788,10882
7387324789,31757
7387324790,31992
7387324791,45977
7387324792,22775
7387324793,63964
7387324794,91256
7387324795,72562
7387324796,71241
7387324797,88059
7387324798,72375
7387324799,57702
7387324800,56411
7387324801,61243
7387324802,28438
7387324803,59456
7387324804,61660
7387324805,7198
7387324806,13667
7387324807,98619
7387324808,78412
7387324809,66170
7387324810,79450
7387324811,715
7387324812,6644
7387324813,16639
7387324814,44119
7387324815,81635
7387324816,75664
7387324817,28650
7387324818,95334
7387324819,8086
7387324820,92862
7387324821,11088
7387324822,55536
7387324823,56445
7387324824,23293
7387324825,69754
7387324826,81845
7387324827,78888
7387324828,20270
7387324829,16288
7387324830,97037
7387324831,24591
7387324832,68807
7387324833,86932
7387324834,40527
7387324835,19277
7387324836,89404
7387324837,10193
7387324838,71749
7387324839,4916
7387324840,98818
7387324841,13447
7387324842,55582
7387324843,41433
7387324844,60014
7387324845,61837
7387324846,51868
7387324847,55943
7387324848,44636
7387324849,39322
7387324850,21078
7387324851,62736
7387324852,2518
7387324853,1383
7387324854,94329
7387324855,82580
7387324856,90090
7387324857,28689
7387324858,8169
7387324859,15290
7387324860,43621
7387324861,91132
7387324862,80679
7387324863,95332
7387324864,94161
7387324865,79286
7387324866,89855
7387324867,49957
7387324868,74121
7387324869,30012
7387324870,73849
7387324871,14048
7387324872,18269
7387324873,56971
7387324874,69557
7387324875,73939
7387324876,31428
7387324877,65735
7387324878,63136
7387324879,68244
7387324880,77905
7387324881,1262
7387324882,66649
7387324883,78614
7387324884,56226
7387324885,32998
7387324886,60873
7387324887,47077
7387324888,69681
7387324889,31705
7387324890,43573
7387324891,75778
7387324892,67593
7387324893,67043
7387324894,68646
7387324895,53424
7387324896,24083
7387324897,60848
7387324898,18680
7387324899,81014
7387324900,81284
7387324901,61336
7387324902,95748
7387324903,69755
7387324904,9230
7387324905,20559
7387324906,10631
7387324907,9388
7387324908,10206
7387324909,6986
7387324910,24778
7387324911,17626
7387324912,98256
7387324913,70547
7387324914,39545
7387324915,61751
7387324916,59553
7387324917,75702
7387324918,7765
7387324919,58561
7387324920,50365
7387324921,73790
7387324922,7491
7387324923,80558
7387324924,10394
7387324925,90159
7387324926,4819
7387324927,10066
7387324928,77494
7387324929,68554
7387324930,43742
7387324931,62092
7387324932,3900
7387324933,58047
7387324934,62012
7387324935,79975
7387324936,51762
7387324937,15869
7387324938,5273
7387324939,15825
7387324940,80446
7387324941,48935
7387324942,88191
7387324943,14434
7387324944,97405
7387324945,71308
7387324946,94423
7387324947,41063
7387324948,6643
7387324949,39851
7387324950,89570
7387324951,63974
7387324952,75779
7387324953,23959
7387324954,93115
7387324955,92881
7387324956,61740
7387324957,19050
7387324958,42288
7387324959,50148
7387324960,49613
7387324961,3695
7387324962,67952
7387324963,70838
7387324964,97101
7387324965,81065
7387324966,52955
7387324967,27051
7387324968,20097
7387324969,28175
7387324970,2964
7387324971,97710
7387324972,69496
7387324973,65741
7387324974,11805
7387324975,83525
7387324976,2772
7387324977,29391
7387324978,97713
7387324979,59940
7387324980,30158
7387324981,42071
7387324982,47452
7387324983,64631
7387324984,31358
7387324985,22972
7387324986,31770
7387324987,56993
7387324988,56191
7387324989,30370
7387324990,58672
7387324991,50478
7387324992,86862
7387324993,64238
7387324994,1543
7387324995,35989
7387324996,33947
7387324997,74569
7387324998,48731
7387324999,58573
7387325000,76792
7387325001,5912
7387325002,42620
7387325003,64080
7387325004,4736
7387325005,65635
7387325006,97802
7387325007,53117
7387325008,43371
7387325009,49226
7387325010,89247
7387325011,63088
7387325012,49000
7387325013,27194
7387325014,36858
7387325015,61419
7387325016,29694
7387325017,49541
7387325018,26082
7387325019,5384
7387325020,22204
7387325021,79068
7387325022,95080
7387325023,93004
7387325024,22934
7387325025,75444
7387325026,98486
7387325027,68909
7387325028,8867
7387325029,902
7387325030,21871
7387325031,78881
7387325032,95171
7387325033,50528
7387325034,65491
7387325035,57346
7387325036,31401
7387325037,11871
7387325038,97663
7387325039,28046
7387325040,29207
7387325041,63217
7387325042,85874
7387325043,15489
7387325044,12990
7387325045,43113
7387325046,62575
7387325047,85674
7387325048,66456
7387325049,83917
7387325050,66150
7387325051,20620
7387325052,59957
7387325053,94247
7387325054,97637
7387325055,97170
7387325056,87080
7387325057,52377
7387325058,65693
7387325059,11463
7387325060,12970
7387325061,97498
7387325062,82669
7387325063,75254
7387325064,36581
7387325065,5977
7387325066,73190
7387325067,90262
7387325068,2789
7387325069,48620
7387325070,219
7387325071,97225
7387325072,93033
7387325073,9429
7387325074,93661
7387325075,72939
7387325076,97764
7387325077,64785
7387325078,14919
7387325079,70615
7387325080,75882
7387325081,91625
7387325082,99139
7387325083,3951
7387325084,87159
7387325085,71896
7387325086,7257
7387325087,33315
7387325088,35572
7387325089,29453
7387325090,63130
7387325091,14278
7387325092,64164
7387325093,39652
7387325094,83483
7387325095,70067
7387325096,32949
7387325097,84905
7387325098,66126
7387325099,53168
7387325100,87189
7387325101,57378
7387325102,60152
7387325103,19605
7387325104,81405
7387325105,37948
7387325106,3350
7387325107,42891
7387325108,46947
7387325109,34522
7387325110,95961
7387325111,36109
7387325112,6826
7387325113,83595
7387325114,94263
7387325115,76711
7387325116,38147
7387325117,86293
7387325118,28204
7387325119,65924
7387325120,19674
7387325121,10498
7387325122,61642
7387325123,98343
7387325124,94218
7387325125,45280
7387325126,65328
7387325127,61363
7387325128,30735
7387325129,74277
7387325130,61298
7387325131,6612
7387325132,87823
7387325133,53148
7387325134,21339
7387325135,3922
7387325136,22980
7387325137,13578
7387325138,73540
7387325139,50185
7387325140,49136
7387325141,37213
7387325142,76655
7387325143,61146
7387325144,18818
7387325145,32676
7387325146,75862
7387325147,46524
7387325148,1083
7387325149,77148
7387325150,60853
7387325151,17283
7387325152,97950
7387325153,22406
7387325154,33066
7387325155,22643
7387325156,10160
7387325157,12763
7387325158,62979
7387325159,72450
7387325160,54216
7387325161,58602
7387325162,88814
7387325163,45700
7387325164,70651
7387325165,53498
7387325166,60045
7387325167,21998
7387325168,6674
7387325169,62733
7387325170,73565
7387325171,9157
7387325172,13680
7387325173,86888
7387325174,27861
7387325175,21537
7387325176,9679
7387325177,22106
7387325178,61056
7387325179,54309
7387325180,75988
7387325181,41723
7387325182,81538
7387325183,37385
7387325184,38577
7387325185,16994
7387325186,7492
7387325187,91130
7387325188,11757
7387325189,23189
7387325190,38232
7387325191,77778
7387325192,5884
7387325193,55065
7387325194,35071
7387325195,3116
7387325196,34848
7387325197,76997
7387325198,28343
7387325199,91701
7387325200,25184
7387325201,13019
7387325202,61073
7387325203,71042
7387325204,726
7387325205,77243
7387325206,74230
7387325207,81034
7387325208,46823
7387325209,95785
7387325210,76463
7387325211,69898
7387325212,76214
7387325213,71820
7387325214,46640
7387325215,22350
7387325216,36691
7387325217,19545
7387325218,83583
7387325219,48170
7387325220,49067
7387325221,87910
7387325222,44778
7387325223,15723
7387325224,36243
7387325225,40801
7387325226,17368
7387325227,45587
7387325228,18137
7387325229,9229
7387325230,91521
7387325231,39007
7387325232,89698
7387325233,58266
7387325234,2790
7387325235,71597
7387325236,19069
7387325237,93058
7387325238,73977
7387325239,66422
7387325240,18175
7387325241,47140
7387325242,14110
7387325243,12262
7387325244,18400
7387325245,13048
7387325246,75798
7387325247,56690
7387325248,40558
7387325249,38852
7387325250,23334
7387325251,93558
7387325252,85709
7387325253,72353
7387325254,94055
7387325255,70570
7387325256,56639
7387325257,40111
7387325258,62108
7387325259,85926
7387325260,25756
7387325261,11022
7387325262,9721
7387325263,82836
7387325264,8548
7387325265,52712
7387325266,3726
7387325267,79671
7387325268,71763
7387325269,92284
7387325270,42001
7387325271,55800
7387325272,82814
7387325273,91194
7387325274,88972
7387325275,64448
7387325276,25405
7387325277,6668
7387325278,93955
7387325279,56433
7387325280,47786
7387325281,76338
7387325282,3738
7387325283,18469
7387325284,87173
7387325285,74405
7387325286,55479
7387325287,48156
7387325288,60038
7387325289,19623
7387325290,39691
7387325291,93438
7387325292,73117
7387325293,84778
7387325294,5340
7387325295,64719
7387325296,93127
7387325297,9537
7387325298,81553
7387325299,99924
7387325300,33179
7387325301,32957
7387325302,17597
7387325303,59451
7387325304,26353
7387325305,80365
7387325306,96880
7387325307,53542
7387325308,90273
7387325309,39034
7387325310,74105
7387325311,9726
7387325312,32110
7387325313,26904
7387325314,58574
7387325315,92129
7387325316,75340
7387325317,83975
7387325318,60965
7387325319,19786
7387325320,79772
7387325321,86526
7387325322,46350
7387325323,34353
7387325324,83306
7387325325,69829
7387325326,57764
7387325327,71033
7387325328,47631
7387325329,9721
7387325330,97342
7387325331,8574
7387325332,31848
7387325333,53804
7387325334,66449
7387325335,96783
7387325336,9578
7387325337,81677
7387325338,64810
7387325339,41052
7387325340,37149
7387325341,23783
7387325342,92792
7387325343,3367
7387325344,83264
7387325345,93102
7387325346,33114
7387325347,20525
7387325348,28777
7387325349,20783
7387325350,26847
7387325351,26576
7387325352,75401
7387325353,84902
7387325354,31856
7387325355,79313
7387325356,15116
7387325357,77856
7387325358,6824
7387325359,45896
7387325360,99801
7387325361,43666
7387325362,9924
7387325363,86810
7387325364,3377
7387325365,62232
7387325366,70406
7387325367,98682
7387325368,95988
7387325369,52219
7387325370,38652
7387325371,72201
7387325372,39321
7387325373,28604
7387325374,30524
7387325375,62477
7387325376,41762
7387325377,31710
7387325378,83314
7387325379,77200
7387325380,62438
7387325381,76851
7387325382,99414
7387325383,96975
7387325384,9621
7387325385,17404
7387325386,71525
7387325387,64647
7387325388,65742
7387325389,52310
7387325390,97546
7387325391,59938
7387325392,37149
7387325393,96297
7387325394,20469
7387325395,91543
7387325396,12598
7387325397,89439
7387325398,93688
7387325399,33080
7387325400,53341
7387325401,66262
7387325402,99486
7387325403,80764
7387325404,61197
7387325405,49645
7387325406,21241
7387325407,41441
7387325408,49059
7387325409,44197
7387325410,90733
7387325411,84294
7387325412,8632
7387325413,40703
7387325414,23797
7387325415,58570
7387325416,89848
7387325417,37288
7387325418,69361
7387325419,83672
7387325420,14795
7387325421,58707
7387325422,19687
7387325423,8220
7387325424,92703
7387325425,98027
7387325426,42234
7387325427,16426
7387325428,80755
7387325429,95190
7387325430,45360
7387325431,55316
7387325432,29974
7387325433,11709
7387325434,33835
7387325435,84698
7387325436,85799
7387325437,98028
7387325438,70797
7387325439,65845
7387325440,35933
7387325441,41349
7387325442,57308
7387325443,39336
7387325444,10504
7387325445,1462
7387325446,44735
7387325447,41334
7387325448,32153
7387325449,65466
7387325450,24252
7387325451,67203
7387325452,89992
7387325453,5058
7387325454,39044
7387325455,71997
7387325456,10819
7387325457,34048
7387325458,16918
7387325459,52708
7387325460,21428
7387325461,10500
7387325462,84658
7387325463,75919
7387325464,87261
7387325465,93441
7387325466,16473
7387325467,89117
7387325468,75015
7387325469,10201
7387325470,50810
7387325471,94096
7387325472,94321
7387325473,47750
7387325474,29135
7387325475,50320
7387325476,15190
7387325477,21060
7387325478,69427
7387325479,86544
7387325480,94379
7387325481,61820
7387325482,69633
7387325483,10244
7387325484,78866
7387325485,81632
7387325486,58404
7387325487,95471
7387325488,86233
7387325489,48005
7387325490,12887
7387325491,19361
7387325492,25329
7387325493,7855
7387325494,4382
7387325495,58771
7387325496,47546
7387325497,43305
7387325498,8579
7387325499,36940
7387325500,31761
7387325501,64424
7387325502,84376
7387325503,82455
7387325504,18413
7387325505,58381
7387325506,15395
7387325507,29553
7387325508,50162
7387325509,26710
7387325510,95911
7387325511,96399
7387325512,55451
7387325513,80740
7387325514,24770
7387325515,64366
7387325516,53022
7387325517,70615
7387325518,7708
7387325519,6288
7387325520,76101
7387325521,57188
7387325522,77899
7387325523,95890
7387325524,28074
7387325525,76396
7387325526,32146
7387325527,41412
7387325528,20372
7387325529,23207
7387325530,38163
7387325531,30590
7387325532,19040
7387325533,93469
7387325534,43783
7387325535,67997
7387325536,32523
7387325537,98874
7387325538,90877
7387325539,92917
7387325540,96188
7387325541,80745
7387325542,82479
7387325543,14374
7387325544,10656
7387325545,218
7387325546,33899
7387325547,94411
7387325548,93444
7387325549,53114
7387325550,16908
7387325551,60203
7387325552,93706
7387325553,86367
7387325554,70270
7387325555,55026
7387325556,72085
7387325557,86978
7387325558,41360
7387325559,50053
7387325560,15849
7387325561,15317
7387325562,48360
7387325563,85493
7387325564,16573
7387325565,94567
7387325566,776
7387325567,67625
7387325568,98551
7387325569,30968
7387325570,66512
7387325571,22150
7387325572,29834
7387325573,89056
7387325574,47166
7387325575,73646
7387325576,41384
7387325577,22912
7387325578,35996
7387325579,2248
7387325580,97034
7387325581,83984
7387325582,72040
7387325583,90633
7387325584,47945
7387325585,79205
7387325586,63414
7387325587,69594
7387325588,70465
7387325589,15438
7387325590,83521
7387325591,75752
7387325592,43848
7387325593,70042
7387325594,71024
7387325595,29613
7387325596,59593
7387325597,71130
7387325598,21279
7387325599,96545
7387325600,2761
7387325601,13204
7387325602,45515
7387325603,69289
7387325604,25906
7387325605,96436
7387325606,27346
7387325607,33846
7387325608,95156
7387325609,79158
7387325610,90626
7387325611,55570
7387325612,15852
7387325613,33785
7387325614,64436
7387325615,19436
7387325616,79664
7387325617,43923
7387325618,22824
7387325619,92360
7387325620,25381
7387325621,46677
7387325622,52978
7387325623,49903
7387325624,25362
7387325625,49491
7387325626,84955
7387325627,9846
7387325628,51555
7387325629,11924
7387325630,12830
7387325631,49711
7387325632,28073
7387325633,97679
7387325634,87665
7387325635,76256
7387325636,72213
7387325637,78824
7387325638,27552
7387325639,46474
7387325640,18070
7387325641,35752
7387325642,33095
7387325643,67771
7387325644,8000
7387325645,41846
7387325646,98848
7387325647,88460
7387325648,71430
7387325649,33528
7387325650,12048
7387325651,2798
7387325652,29927
7387325653,57417
7387325654,42235
7387325655,73710
7387325656,86702
7387325657,54927
7387325658,52403
7387325659,80097
7387325660,5331
7387325661,55494
7387325662,81969
7387325663,80293
